crop,soil_type,temperature,humidity,rainfall,risk_index,fertilizer
Apple,Loam,21.791666666666668,78.5,0.5,0.0,Balanced NPK
Corn (Maize),Sandy,23.375,78.70833333333333,0.0,0.0,Balanced NPK
Corn (Maize),Clay,23.95833333333333,78.25,45.2,1.0,Balanced NPK
Corn (Maize),Sandy,24.45833333333333,70.125,0.2,0.0,Balanced NPK
Potato,Sandy,27.416666666666668,49.708333333333336,0.0,0.0,High Potassium
Grape,Sandy,23.5,59.625,0.0,0.0,High Potassium
Grape,Sandy,26.83333333333333,39.16666666666666,0.0,0.0,High Potassium
Grape,Sandy,24.166666666666668,68.875,0.0,0.0,High Potassium
Peach,Loam,21.20833333333333,85.16666666666667,3.2,1.0,Balanced NPK
Corn (Maize),Sandy,23.20833333333333,72.5,1.0,0.0,Balanced NPK
Apple,Loam,22.45833333333333,80.0,1.1,0.0,Balanced NPK
Bell Pepper,Sandy,28.95833333333333,39.375,0.0,0.0,Balanced NPK
Apple,Sandy,28.791666666666668,50.66666666666666,0.0,0.0,Balanced NPK
Apple,Sandy,27.70833333333333,44.66666666666666,0.3,0.0,Balanced NPK
Potato,Sandy,28.291666666666668,57.54166666666666,0.1,0.0,High Potassium
Cherry,Sandy,24.375,70.79166666666667,0.0,0.0,High Potassium
Cherry,Loam,20.95833333333333,89.83333333333333,5.7,1.0,Balanced NPK
Corn (Maize),Loam,20.75,91.125,2.2,1.0,Balanced NPK
Apple,Sandy,20.541666666666668,72.16666666666667,0.4,0.0,Balanced NPK
Grape,Sandy,27.791666666666668,59.0,0.5,0.0,High Potassium
Apple,Loam,20.58333333333333,86.29166666666667,0.0,0.0,Balanced NPK
Cherry,Loam,23.041666666666668,81.20833333333333,1.8,0.0,Balanced NPK
Bell Pepper,Sandy,21.416666666666668,74.58333333333333,0.0,0.0,Balanced NPK
Corn (Maize),Loam,23.0,79.54166666666667,9.1,1.0,Balanced NPK
Corn (Maize),Loam,21.375,79.625,0.0,0.0,Balanced NPK
Bell Pepper,Sandy,23.25,73.58333333333333,0.3,0.0,Balanced NPK
Cherry,Sandy,25.5,61.458333333333336,0.0,0.0,High Potassium
Apple,Loam,21.125,76.83333333333333,0.5,1.0,Balanced NPK
Cherry,Sandy,25.041666666666668,32.958333333333336,0.0,0.0,High Potassium
Tomato,Loam,20.45833333333333,86.29166666666667,0.1,0.0,High Potassium
Bell Pepper,Sandy,21.5,33.375,0.0,0.0,Balanced NPK
Corn (Maize),Sandy,27.20833333333333,67.5,2.6,1.0,Organic Compost
Cherry,Sandy,24.875,69.625,2.2,0.0,High Potassium
Peach,Loam,23.0,87.45833333333333,7.0,1.0,Balanced NPK
Cherry,Sandy,29.33333333333333,41.66666666666666,0.1,0.0,High Potassium
Cherry,Sandy,28.20833333333333,43.833333333333336,0.3,0.0,High Potassium
Strawberry,Loam,24.166666666666668,77.875,7.4,1.0,Balanced NPK
Apple,Sandy,24.291666666666668,74.58333333333333,0.1,0.0,Balanced NPK
Cherry,Sandy,20.625,59.958333333333336,0.0,0.0,High Potassium
Potato,Sandy,29.625,36.875,0.0,0.0,High Potassium
Corn (Maize),Sandy,24.416666666666668,69.79166666666667,0.0,0.0,Balanced NPK
Strawberry,Sandy,22.5,72.70833333333333,0.0,0.0,High Potassium
Grape,Loam,23.08333333333333,78.25,1.8,0.0,Balanced NPK
Bell Pepper,Sandy,24.541666666666668,64.375,2.7,0.0,Balanced NPK
Potato,Sandy,29.45833333333333,39.41666666666666,0.0,0.0,High Potassium
Grape,Sandy,24.125,69.95833333333333,0.9,0.0,High Potassium
Tomato,Sandy,19.791666666666668,55.125,0.0,0.0,High Potassium
Bell Pepper,Sandy,24.08333333333333,72.125,1.5,0.0,Balanced NPK
Potato,Sandy,21.166666666666668,73.0,0.0,0.0,High Potassium
Corn (Maize),Sandy,22.416666666666668,63.29166666666666,0.0,0.0,Balanced NPK
Corn (Maize),Sandy,30.70833333333333,42.0,0.0,0.0,Balanced NPK
Cherry,Sandy,28.08333333333333,38.583333333333336,0.0,0.0,High Potassium
Potato,Sandy,25.375,62.91666666666666,1.1,0.0,High Potassium
Apple,Loam,24.58333333333333,78.20833333333333,1.9,0.0,Balanced NPK
Corn (Maize),Loam,22.25,79.54166666666667,2.0,0.0,Balanced NPK
Tomato,Sandy,22.70833333333333,75.58333333333333,0.3,0.0,High Potassium
Apple,Loam,24.95833333333333,70.375,7.2,1.0,Balanced NPK
Tomato,Loam,20.166666666666668,83.33333333333333,0.5,1.0,Balanced NPK
Potato,Sandy,24.33333333333333,68.125,1.5,0.0,High Potassium
Peach,Sandy,25.25,46.75,0.0,0.0,Balanced NPK
Potato,Loam,30.08333333333333,54.083333333333336,8.5,1.0,Balanced NPK
Corn (Maize),Sandy,28.166666666666668,56.25,1.1,0.0,Balanced NPK
Bell Pepper,Loam,22.45833333333333,83.95833333333333,1.6,0.0,High Potassium
Bell Pepper,Loam,25.791666666666668,68.79166666666667,15.2,1.0,Balanced NPK
Corn (Maize),Sandy,24.041666666666668,68.08333333333333,0.0,0.0,Balanced NPK
Tomato,Sandy,27.83333333333333,57.083333333333336,0.4,0.0,High Potassium
Potato,Loam,22.83333333333333,87.58333333333333,4.4,1.0,Balanced NPK
Apple,Loam,22.666666666666668,84.16666666666667,0.9,0.0,Balanced NPK
Tomato,Sandy,21.33333333333333,74.91666666666667,0.0,0.0,High Potassium
Grape,Sandy,23.041666666666668,74.33333333333333,1.5,0.0,High Potassium
Cherry,Sandy,25.5,64.875,0.0,0.0,High Potassium
Strawberry,Loam,21.5,82.58333333333333,0.0,0.0,Balanced NPK
Strawberry,Loam,24.08333333333333,73.91666666666667,4.7,1.0,Balanced NPK
Grape,Sandy,27.166666666666668,62.708333333333336,0.9,0.0,High Potassium
Tomato,Loam,23.666666666666668,78.54166666666667,10.3,1.0,Balanced NPK
Bell Pepper,Sandy,24.916666666666668,63.125,0.2,1.0,Organic Compost
Grape,Sandy,22.45833333333333,73.5,0.9,0.0,High Potassium
Corn (Maize),Sandy,24.125,71.125,0.0,1.0,Organic Compost
Cherry,Sandy,23.625,80.33333333333333,0.0,0.0,High Potassium
Potato,Sandy,27.625,53.125,0.3,0.0,High Potassium
Peach,Sandy,22.83333333333333,79.66666666666667,0.0,0.0,Balanced NPK
Peach,Loam,20.375,87.45833333333333,0.0,1.0,Balanced NPK
Grape,Sandy,21.75,66.125,0.0,0.0,High Potassium
Apple,Sandy,29.0,45.16666666666666,0.6,0.0,Balanced NPK
Peach,Sandy,24.5,65.95833333333333,0.0,0.0,Balanced NPK
Apple,Sandy,23.33333333333333,74.04166666666667,0.8,0.0,Balanced NPK
Corn (Maize),Sandy,27.83333333333333,35.333333333333336,0.0,0.0,Balanced NPK
Grape,Sandy,24.70833333333333,69.79166666666667,0.4,0.0,High Potassium
Strawberry,Loam,22.58333333333333,80.79166666666667,0.4,0.0,Balanced NPK
Apple,Sandy,27.75,61.958333333333336,3.3,0.0,Balanced NPK
Strawberry,Loam,24.45833333333333,74.16666666666667,6.5,1.0,Balanced NPK
Corn (Maize),Sandy,20.666666666666668,68.79166666666667,0.0,0.0,Balanced NPK
Corn (Maize),Loam,22.5,88.33333333333333,2.6,1.0,Balanced NPK
Apple,Sandy,23.125,73.375,0.0,0.0,Balanced NPK
Cherry,Sandy,22.916666666666668,68.0,0.0,0.0,High Potassium
Apple,Sandy,28.041666666666668,48.958333333333336,0.1,0.0,Balanced NPK
Cherry,Loam,24.791666666666668,74.79166666666667,8.3,1.0,Balanced NPK
Tomato,Loam,20.791666666666668,76.58333333333333,0.0,0.0,High Potassium
Bell Pepper,Sandy,22.916666666666668,66.70833333333333,0.0,0.0,Balanced NPK
Potato,Loam,24.5,77.66666666666667,11.6,1.0,Balanced NPK
Grape,Sandy,26.291666666666668,68.91666666666667,1.9,0.0,High Potassium
Corn (Maize),Sandy,23.541666666666668,40.375,0.0,0.0,Balanced NPK
Cherry,Sandy,23.291666666666668,70.83333333333333,0.0,0.0,High Potassium
Tomato,Loam,29.0,53.5,8.8,0.0,Balanced NPK
Corn (Maize),Sandy,21.041666666666668,69.54166666666667,0.0,0.0,Balanced NPK
Tomato,Sandy,29.875,41.875,0.2,0.0,High Potassium
Potato,Sandy,22.0,55.625,0.0,0.0,High Potassium
Tomato,Sandy,23.33333333333333,74.04166666666667,0.8,0.0,High Potassium
Strawberry,Loam,24.375,76.16666666666667,6.9,1.0,Balanced NPK
Bell Pepper,Sandy,22.375,76.45833333333333,0.0,0.0,Balanced NPK
Grape,Loam,22.70833333333333,77.79166666666667,2.7,1.0,Balanced NPK
Potato,Sandy,21.666666666666668,63.375,1.0,0.0,High Potassium
Strawberry,Sandy,22.666666666666668,47.66666666666666,0.0,0.0,High Potassium
Strawberry,Sandy,25.25,65.5,0.0,1.0,Organic Compost
Strawberry,Sandy,22.541666666666668,72.5,0.0,0.0,High Potassium
Corn (Maize),Sandy,25.83333333333333,44.79166666666666,0.0,0.0,Balanced NPK
Strawberry,Sandy,22.58333333333333,52.958333333333336,0.0,0.0,High Potassium
Corn (Maize),Sandy,24.375,73.70833333333333,1.3,0.0,Balanced NPK
Cherry,Sandy,23.541666666666668,70.70833333333333,0.0,1.0,Organic Compost
Bell Pepper,Sandy,23.20833333333333,56.75,0.0,0.0,Balanced NPK
Grape,Sandy,29.25,38.458333333333336,0.0,0.0,High Potassium
Corn (Maize),Loam,22.625,82.33333333333333,1.2,0.0,Balanced NPK
Grape,Sandy,20.666666666666668,64.95833333333333,0.0,0.0,High Potassium
Grape,Sandy,25.33333333333333,54.5,2.9,0.0,High Potassium
Potato,Sandy,19.916666666666668,74.0,0.0,0.0,High Potassium
Peach,Sandy,21.0,59.083333333333336,0.0,1.0,Organic Compost
Strawberry,Loam,21.791666666666668,78.33333333333333,0.4,0.0,Balanced NPK
Grape,Loam,24.58333333333333,76.0,7.2,1.0,Balanced NPK
Tomato,Sandy,20.416666666666668,51.54166666666666,0.0,0.0,High Potassium
Apple,Sandy,29.041666666666668,48.958333333333336,0.0,0.0,Balanced NPK
Bell Pepper,Sandy,23.0,77.0,0.1,0.0,Balanced NPK
Strawberry,Sandy,27.83333333333333,50.16666666666666,0.0,0.0,High Potassium
Cherry,Loam,20.666666666666668,84.29166666666667,0.4,0.0,Balanced NPK
Apple,Loam,23.08333333333333,79.0,3.1,1.0,Balanced NPK
Tomato,Sandy,20.041666666666668,42.5,0.0,0.0,High Potassium
Apple,Loam,22.5,87.41666666666667,0.9,0.0,Balanced NPK
Bell Pepper,Sandy,22.416666666666668,63.29166666666666,0.0,0.0,Balanced NPK
Corn (Maize),Loam,24.166666666666668,77.875,7.4,1.0,Balanced NPK
Bell Pepper,Sandy,24.58333333333333,62.5,1.4,0.0,Balanced NPK
Peach,Sandy,20.20833333333333,61.625,0.0,0.0,Balanced NPK
Apple,Sandy,21.375,49.0,0.0,0.0,Balanced NPK
Corn (Maize),Loam,25.0,69.875,10.2,0.0,High Phosphorus
Tomato,Sandy,25.625,67.54166666666667,4.3,0.0,Balanced NPK
Strawberry,Clay,22.95833333333333,81.04166666666667,24.6,1.0,Balanced NPK
Grape,Sandy,25.95833333333333,55.16666666666666,0.0,0.0,High Potassium
Apple,Sandy,27.58333333333333,64.58333333333333,3.0,0.0,Balanced NPK
Cherry,Sandy,24.20833333333333,67.33333333333333,0.0,0.0,High Potassium
Potato,Loam,25.125,71.125,12.0,1.0,Balanced NPK
Peach,Clay,24.375,79.33333333333333,36.1,1.0,Balanced NPK
Peach,Sandy,19.541666666666668,60.75,0.0,0.0,Balanced NPK
Tomato,Sandy,21.125,70.33333333333333,0.0,0.0,High Potassium
Cherry,Sandy,27.875,40.16666666666666,0.0,0.0,High Potassium
Cherry,Sandy,29.041666666666668,46.91666666666666,0.9,0.0,High Potassium
Apple,Loam,18.541666666666668,89.95833333333333,12.5,1.0,Balanced NPK
Cherry,Loam,21.291666666666668,85.45833333333333,1.2000000000000002,0.0,Balanced NPK
Tomato,Sandy,29.791666666666668,40.54166666666666,0.0,0.0,High Potassium
Strawberry,Loam,22.5,78.79166666666667,1.8,0.0,Balanced NPK
Corn (Maize),Sandy,20.166666666666668,50.208333333333336,0.0,0.0,Balanced NPK
Strawberry,Sandy,27.75,44.708333333333336,0.0,1.0,Organic Compost
Potato,Sandy,28.041666666666668,55.458333333333336,1.8,0.0,High Potassium
Bell Pepper,Loam,26.875,62.29166666666666,7.2,0.0,Balanced NPK
Tomato,Sandy,28.08333333333333,54.16666666666666,0.3,0.0,High Potassium
Tomato,Loam,23.041666666666668,78.16666666666667,1.9,0.0,High Potassium
Strawberry,Sandy,24.416666666666668,66.95833333333333,1.4,0.0,High Potassium
Grape,Sandy,22.875,72.375,0.3,0.0,High Potassium
Bell Pepper,Loam,28.291666666666668,59.708333333333336,16.0,0.0,Balanced NPK
Grape,Loam,23.666666666666668,77.66666666666667,4.1,1.0,Balanced NPK
Strawberry,Sandy,21.08333333333333,69.79166666666667,0.0,0.0,High Potassium
Grape,Sandy,23.5,70.45833333333333,0.1,0.0,High Potassium
Potato,Sandy,26.166666666666668,48.875,0.0,0.0,High Potassium
Potato,Loam,23.20833333333333,79.375,7.2,1.0,Balanced NPK
Corn (Maize),Sandy,20.5,67.66666666666667,0.0,0.0,Balanced NPK
Cherry,Sandy,21.08333333333333,52.16666666666666,0.0,0.0,High Potassium
Apple,Sandy,20.125,72.16666666666667,0.0,0.0,Balanced NPK
Corn (Maize),Sandy,22.625,76.95833333333333,0.3,0.0,Balanced NPK
Corn (Maize),Sandy,23.541666666666668,74.54166666666667,2.1,1.0,Organic Compost
Strawberry,Sandy,18.791666666666668,58.5,0.0,0.0,High Potassium
Cherry,Sandy,23.041666666666668,71.70833333333333,0.0,0.0,High Potassium
Grape,Sandy,23.416666666666668,54.29166666666666,0.0,0.0,High Potassium
Bell Pepper,Loam,20.08333333333333,83.625,1.0,0.0,High Potassium
Potato,Sandy,28.70833333333333,37.208333333333336,0.0,0.0,High Potassium
Apple,Sandy,23.0,79.0,0.0,0.0,Balanced NPK
Potato,Loam,21.58333333333333,87.41666666666667,0.0,0.0,Balanced NPK
Peach,Sandy,26.541666666666668,53.75,0.5,0.0,Balanced NPK
Cherry,Loam,22.666666666666668,84.125,0.7000000000000001,0.0,Balanced NPK
Corn (Maize),Sandy,22.58333333333333,52.958333333333336,0.0,0.0,Balanced NPK
Corn (Maize),Sandy,20.08333333333333,67.04166666666667,0.0,0.0,Balanced NPK
Potato,Sandy,23.45833333333333,72.95833333333333,0.0,0.0,High Potassium
Tomato,Loam,24.666666666666668,73.625,6.2,1.0,Balanced NPK
Tomato,Loam,23.291666666666668,78.66666666666667,0.7000000000000001,0.0,High Potassium
Potato,Sandy,26.291666666666668,61.833333333333336,1.9,0.0,High Potassium
Cherry,Loam,22.45833333333333,80.0,1.1,0.0,Balanced NPK
Grape,Sandy,26.95833333333333,55.04166666666666,0.1,0.0,High Potassium
Grape,Sandy,26.0,31.791666666666668,0.0,0.0,High Potassium
Bell Pepper,Sandy,24.0,70.45833333333333,0.0,0.0,Balanced NPK
Potato,Sandy,24.166666666666668,43.16666666666666,0.0,0.0,High Potassium
Peach,Sandy,28.45833333333333,44.16666666666666,0.1,0.0,Balanced NPK
Bell Pepper,Sandy,25.375,69.29166666666667,1.9,0.0,Balanced NPK
Peach,Sandy,17.75,67.83333333333333,0.0,0.0,Balanced NPK
Apple,Sandy,24.08333333333333,71.75,0.7000000000000001,0.0,Balanced NPK
Apple,Sandy,20.95833333333333,41.708333333333336,0.0,0.0,Balanced NPK
Corn (Maize),Loam,18.416666666666668,92.95833333333331,0.2,0.0,Balanced NPK
Strawberry,Sandy,19.20833333333333,61.583333333333336,0.0,0.0,High Potassium
Grape,Sandy,28.375,48.91666666666666,0.0,0.0,High Potassium
Grape,Sandy,24.08333333333333,73.08333333333333,2.4000000000000004,1.0,Organic Compost
Potato,Sandy,20.70833333333333,51.333333333333336,0.0,0.0,High Potassium
Tomato,Sandy,25.041666666666668,67.83333333333333,0.0,0.0,High Potassium
Grape,Sandy,23.916666666666668,51.79166666666666,0.0,0.0,High Potassium
Cherry,Sandy,25.58333333333333,62.208333333333336,0.0,1.0,Organic Compost
Grape,Loam,21.041666666666668,91.66666666666669,9.1,1.0,Balanced NPK
Corn (Maize),Loam,18.58333333333333,95.75,15.7,1.0,Balanced NPK
Peach,Sandy,23.70833333333333,69.25,0.0,0.0,Balanced NPK
Bell Pepper,Sandy,20.33333333333333,64.04166666666667,0.0,0.0,Balanced NPK
Apple,Sandy,30.041666666666668,48.125,0.0,1.0,Organic Compost
Corn (Maize),Loam,22.83333333333333,79.54166666666667,2.8,1.0,Balanced NPK
Peach,Loam,21.916666666666668,85.5,1.5,0.0,Balanced NPK
Grape,Sandy,24.70833333333333,55.04166666666666,0.0,0.0,High Potassium
Cherry,Loam,23.08333333333333,80.04166666666667,11.7,1.0,Balanced NPK
Tomato,Loam,23.041666666666668,89.125,4.8,1.0,Balanced NPK
Potato,Sandy,22.416666666666668,64.45833333333333,0.0,0.0,High Potassium
Apple,Loam,21.416666666666668,86.0,10.7,1.0,Balanced NPK
Cherry,Sandy,27.45833333333333,36.54166666666666,0.0,1.0,Organic Compost
Apple,Sandy,24.08333333333333,74.70833333333333,1.7,0.0,Balanced NPK
Grape,Sandy,21.416666666666668,55.54166666666666,0.0,0.0,High Potassium
Strawberry,Sandy,22.83333333333333,71.95833333333333,1.0,0.0,High Potassium
Peach,Sandy,31.791666666666668,35.291666666666664,0.2,0.0,Balanced NPK
Bell Pepper,Loam,22.33333333333333,81.375,7.6,1.0,Balanced NPK
Corn (Maize),Sandy,26.5,53.75,0.0,0.0,Balanced NPK
Tomato,Sandy,23.45833333333333,74.91666666666667,2.1,1.0,Organic Compost
Peach,Loam,21.541666666666668,94.79166666666669,10.3,1.0,Balanced NPK
Corn (Maize),Loam,23.875,81.04166666666667,6.3,1.0,Balanced NPK
Bell Pepper,Sandy,21.45833333333333,52.75,0.0,0.0,Balanced NPK
Bell Pepper,Loam,21.5,90.08333333333331,9.5,1.0,Balanced NPK
Bell Pepper,Loam,22.375,82.45833333333333,0.0,0.0,High Potassium
Corn (Maize),Loam,26.916666666666668,58.04166666666666,9.0,0.0,Balanced NPK
Apple,Sandy,23.95833333333333,71.58333333333333,0.4,0.0,Balanced NPK
Grape,Sandy,24.416666666666668,69.79166666666667,0.0,0.0,High Potassium
Potato,Sandy,23.375,64.79166666666667,0.0,0.0,High Potassium
Corn (Maize),Loam,29.0,53.5,8.8,0.0,Balanced NPK
Tomato,Sandy,28.875,53.208333333333336,0.2,0.0,High Potassium
Corn (Maize),Sandy,23.166666666666668,52.54166666666666,0.0,0.0,Balanced NPK
Strawberry,Loam,21.625,89.70833333333333,5.5,1.0,Balanced NPK
Grape,Loam,23.291666666666668,76.29166666666667,2.5,1.0,Balanced NPK
Tomato,Loam,24.375,85.54166666666667,13.2,1.0,Balanced NPK
Apple,Sandy,26.375,57.41666666666666,3.8,0.0,Balanced NPK
Grape,Sandy,22.58333333333333,54.333333333333336,0.0,0.0,High Potassium
Corn (Maize),Loam,20.041666666666668,78.33333333333333,0.0,1.0,Balanced NPK
Bell Pepper,Sandy,23.166666666666668,66.75,0.0,0.0,Balanced NPK
Corn (Maize),Sandy,28.916666666666668,42.333333333333336,0.0,0.0,Balanced NPK
Strawberry,Loam,24.75,76.04166666666667,9.4,1.0,Balanced NPK
Apple,Sandy,28.416666666666668,48.958333333333336,0.9,0.0,Balanced NPK
Bell Pepper,Loam,19.20833333333333,74.0,0.0,0.0,High Potassium
Apple,Loam,24.58333333333333,70.95833333333333,7.4,1.0,Balanced NPK
Potato,Loam,20.875,85.83333333333333,0.1,0.0,Balanced NPK
Potato,Loam,23.75,79.58333333333333,8.4,1.0,Balanced NPK
Bell Pepper,Loam,26.416666666666668,68.25,5.8,0.0,Balanced NPK
Grape,Sandy,22.041666666666668,76.33333333333333,0.3,0.0,High Potassium
Bell Pepper,Loam,22.166666666666668,86.625,6.6,1.0,Balanced NPK
Peach,Sandy,26.20833333333333,48.833333333333336,0.0,0.0,Balanced NPK
Cherry,Loam,22.416666666666668,82.29166666666667,1.6,0.0,Balanced NPK
Cherry,Sandy,20.416666666666668,71.45833333333333,0.0,0.0,High Potassium
Corn (Maize),Sandy,23.875,72.08333333333333,0.7000000000000001,0.0,Balanced NPK
Bell Pepper,Sandy,22.75,60.66666666666666,0.0,0.0,Balanced NPK
Cherry,Loam,22.041666666666668,90.54166666666669,0.4,0.0,Balanced NPK
Grape,Loam,22.45833333333333,80.0,1.1,0.0,Balanced NPK
Peach,Sandy,24.5,69.83333333333333,1.6,0.0,Balanced NPK
Apple,Sandy,28.83333333333333,49.875,0.0,0.0,Balanced NPK
Potato,Loam,23.791666666666668,71.41666666666667,5.3,1.0,Balanced NPK
Strawberry,Sandy,30.791666666666668,42.5,0.0,0.0,High Potassium
Corn (Maize),Sandy,23.70833333333333,73.45833333333333,2.0,0.0,Balanced NPK
Peach,Loam,19.125,85.66666666666667,1.0,1.0,Balanced NPK
Peach,Sandy,20.5,68.16666666666667,0.0,0.0,Balanced NPK
Tomato,Sandy,24.291666666666668,70.70833333333333,0.3,0.0,High Potassium
Cherry,Sandy,28.83333333333333,49.875,0.0,0.0,High Potassium
Strawberry,Loam,21.58333333333333,86.16666666666667,2.3,1.0,Balanced NPK
Bell Pepper,Loam,23.375,84.16666666666667,8.2,1.0,Balanced NPK
Bell Pepper,Sandy,25.291666666666668,41.04166666666666,0.0,0.0,Balanced NPK
Tomato,Loam,22.58333333333333,80.875,0.4,0.0,High Potassium
Tomato,Sandy,27.875,50.625,0.0,0.0,High Potassium
Strawberry,Sandy,24.0,69.25,2.5,0.0,High Potassium
Potato,Sandy,22.791666666666668,68.91666666666667,0.2,0.0,High Potassium
Peach,Loam,22.45833333333333,83.04166666666667,0.4,0.0,Balanced NPK
Apple,Sandy,22.041666666666668,76.33333333333333,0.3,0.0,Balanced NPK
Potato,Sandy,24.375,57.333333333333336,0.0,0.0,High Potassium
Cherry,Sandy,22.20833333333333,76.20833333333333,0.0,0.0,High Potassium
Grape,Loam,25.125,69.79166666666667,10.1,0.0,Balanced NPK
Potato,Sandy,28.70833333333333,47.54166666666666,0.0,0.0,High Potassium
Tomato,Sandy,28.125,25.0,0.0,1.0,Organic Compost
Cherry,Sandy,30.375,35.875,0.2,0.0,High Potassium
Strawberry,Sandy,22.83333333333333,74.125,0.0,0.0,High Potassium
Strawberry,Loam,22.45833333333333,83.95833333333333,1.6,0.0,Balanced NPK
Apple,Sandy,26.375,63.875,0.7,0.0,Balanced NPK
Cherry,Sandy,23.20833333333333,74.45833333333333,0.1,0.0,High Potassium
Cherry,Sandy,25.416666666666668,67.125,0.0,0.0,High Potassium
Tomato,Loam,22.666666666666668,82.75,5.9,1.0,Balanced NPK
Bell Pepper,Sandy,22.95833333333333,69.91666666666667,2.1,0.0,Balanced NPK
Potato,Loam,23.45833333333333,79.66666666666667,10.9,1.0,Balanced NPK
Peach,Loam,21.95833333333333,82.33333333333333,0.0,0.0,Balanced NPK
Cherry,Sandy,23.45833333333333,68.04166666666667,0.0,0.0,High Potassium
Cherry,Loam,26.375,67.83333333333333,10.2,1.0,Balanced NPK
Strawberry,Sandy,24.041666666666668,48.208333333333336,0.0,1.0,Organic Compost
Cherry,Sandy,23.25,63.79166666666666,0.0,0.0,High Potassium
Corn (Maize),Loam,21.5,79.79166666666667,0.0,0.0,Balanced NPK
Bell Pepper,Sandy,27.25,54.54166666666666,1.0,0.0,Balanced NPK
Cherry,Sandy,22.875,76.75,0.2,1.0,Organic Compost
Peach,Sandy,28.25,65.79166666666667,3.4000000000000004,0.0,High Potassium
Cherry,Sandy,27.916666666666668,60.16666666666666,0.0,0.0,High Potassium
Strawberry,Sandy,23.70833333333333,64.5,0.0,0.0,High Potassium
Grape,Sandy,23.166666666666668,72.875,0.0,0.0,High Potassium
Peach,Sandy,23.375,64.79166666666667,0.0,0.0,Balanced NPK
Potato,Sandy,27.5,60.375,3.7,0.0,Balanced NPK
Bell Pepper,Sandy,23.20833333333333,69.41666666666667,0.0,0.0,Balanced NPK
Apple,Sandy,24.25,64.95833333333333,0.0,0.0,Balanced NPK
Bell Pepper,Sandy,24.375,68.95833333333333,0.0,0.0,Balanced NPK
Corn (Maize),Loam,20.25,81.79166666666667,3.3,1.0,Balanced NPK
Grape,Sandy,22.125,44.66666666666666,0.0,0.0,High Potassium
Strawberry,Loam,21.666666666666668,80.875,2.2,1.0,Balanced NPK
Grape,Loam,21.416666666666668,85.95833333333333,0.1,0.0,Balanced NPK
Grape,Sandy,23.45833333333333,64.625,0.1,0.0,High Potassium
Potato,Loam,20.83333333333333,84.04166666666667,0.0,0.0,Balanced NPK
Tomato,Sandy,29.625,51.833333333333336,0.7,0.0,High Potassium
Tomato,Loam,21.33333333333333,81.66666666666667,0.3,0.0,High Potassium
Cherry,Sandy,22.041666666666668,58.333333333333336,0.0,0.0,High Potassium
Apple,Loam,25.041666666666668,68.45833333333333,7.8,0.0,Balanced NPK
Potato,Sandy,30.08333333333333,41.708333333333336,0.2,0.0,High Potassium
Apple,Loam,24.416666666666668,75.95833333333333,4.0,1.0,Balanced NPK
Corn (Maize),Loam,22.875,74.75,1.9,0.0,Balanced NPK
Potato,Sandy,27.041666666666668,55.79166666666666,3.7,0.0,Balanced NPK
Potato,Loam,22.33333333333333,78.5,0.4,0.0,Balanced NPK
Strawberry,Loam,21.791666666666668,79.125,1.1,0.0,Balanced NPK
Cherry,Sandy,24.375,67.79166666666667,0.0,0.0,High Potassium
Potato,Loam,25.875,67.66666666666667,7.1,0.0,Balanced NPK
Apple,Loam,26.375,66.33333333333333,5.300000000000001,0.0,Balanced NPK
Apple,Loam,23.58333333333333,78.66666666666667,5.4,1.0,Balanced NPK
Grape,Loam,22.58333333333333,84.79166666666667,0.4,0.0,Balanced NPK
Corn (Maize),Sandy,20.83333333333333,71.95833333333333,0.0,0.0,Balanced NPK
Grape,Loam,23.58333333333333,76.875,9.7,1.0,Balanced NPK
Bell Pepper,Sandy,21.83333333333333,64.66666666666667,0.0,0.0,Balanced NPK
Tomato,Loam,22.875,81.125,3.6,1.0,Balanced NPK
Grape,Sandy,25.0,36.25,0.0,0.0,High Potassium
Apple,Sandy,25.70833333333333,47.5,0.0,0.0,Balanced NPK
Tomato,Sandy,25.541666666666668,44.208333333333336,0.0,0.0,High Potassium
Grape,Sandy,21.45833333333333,59.29166666666666,0.0,0.0,High Potassium
Strawberry,Loam,21.666666666666668,84.66666666666667,2.9,1.0,Balanced NPK
Apple,Sandy,27.416666666666668,29.416666666666668,0.0,0.0,Balanced NPK
Cherry,Loam,23.791666666666668,81.79166666666667,3.5,1.0,Balanced NPK
Bell Pepper,Loam,24.70833333333333,73.75,3.6,1.0,Balanced NPK
Grape,Sandy,26.291666666666668,60.25,0.0,0.0,High Potassium
Grape,Loam,19.95833333333333,75.70833333333333,0.0,0.0,Balanced NPK
Potato,Sandy,23.166666666666668,72.95833333333333,0.6,0.0,High Potassium
Strawberry,Sandy,23.375,70.95833333333333,0.0,0.0,High Potassium
Grape,Sandy,26.375,46.79166666666666,0.0,0.0,High Potassium
Grape,Loam,18.83333333333333,74.33333333333333,0.0,0.0,Balanced NPK
Cherry,Loam,21.416666666666668,87.0,0.8,0.0,Balanced NPK
Peach,Loam,25.375,71.29166666666667,9.5,1.0,Balanced NPK
Potato,Sandy,24.33333333333333,66.41666666666667,0.0,0.0,High Potassium
Peach,Sandy,24.45833333333333,69.41666666666667,3.2,0.0,Balanced NPK
Apple,Loam,24.666666666666668,73.625,6.2,1.0,Balanced NPK
Potato,Sandy,20.791666666666668,66.66666666666667,0.0,0.0,High Potassium
